,id,name,age,nationality,overall,potential,club,value,wage,preferred_foot,international_reputation,skill_moves,position,joined,contract_valid_until,height,weight,release_clause
6115,232875,D. Nishi,30,Japan,67,67,Kashima Antlers,550,4,Right,1,3,RB,2011,2021-01-01,175.26,73.094,715
6116,134828,K. Broadfoot,33,Scotland,67,67,Kilmarnock,300,3,Right,1,2,RCB,2017,2020-01-01,190.5,88.984,525
6117,232620,K. Omori,26,Japan,67,67,FC Tokyo,825,4,Right,1,3,LM,2017,2021-01-01,170.18,69.916,1000
6118,210861,Alemão,31,Brazil,67,67,Pohang Steelers,525,3,Right,1,2,CB,2018,2022-01-01,180.34,74.91,656
6119,214701,T. Asta-Buruaga,21,Chile,67,76,CD Antofagasta,1000,1,Right,1,2,RCB,2016,2018-12-31,185.42,69.916,4585.060806
6120,216237,K. Azamoum,28,France,67,67,Cádiz CF,625,4,Right,1,3,CDM,2018,2021-01-01,177.8,74.002,1000
6121,230829,A. Mozo,21,Mexico,67,74,U.N.A.M.,900,5,Right,1,3,RB,2015,2021-01-01,172.72,68.1,1700
6122,208302,A. Gilbey,23,England,67,74,Milton Keynes Dons,1100,5,Right,1,3,LCM,2017,2020-01-01,182.88,73.094,2100
6123,232622,S. Nagasawa,29,Japan,67,67,Vissel Kobe,750,5,Right,1,3,ST,2016,2019-01-31,193.04,82.174,4585.060806
6124,234670,Jorge Fellipe,29,Brazil,67,67,CD Aves,600,4,Left,1,2,CB,2018,2019-01-01,195.58,83.082,1300
6125,205999,M. Rutten,25,Netherlands,67,70,VVV-Venlo,800,3,Right,1,2,RB,2015,2019-01-01,177.8,69.008,1200
6126,233647,Neris,26,Brazil,67,72,Boavista FC,850,3,Right,1,2,RCB,2018,2020-01-01,190.5,88.076,1800
6127,208304,Moon Chang Jin,24,Korea Republic,67,70,Gangwon FC,975,2,Right,1,3,RM,2018,2022-01-01,170.18,63.106,1300
6128,214192,J. Mena,29,Colombia,67,68,Club Atlético Aldosivi,675,4,Right,1,2,CB,2018,2023-01-01,182.88,78.996,1000
6129,221360,C. Espinosa,35,Chile,67,67,Curicó Unido,325,1,Left,1,3,CAM,2018,2019-01-01,172.72,69.916,439
6130,231856,Álvaro Tejero,21,Spain,67,77,Albacete BP,1100,24,Right,1,2,RB,2016,2019-06-30,175.26,69.008,4585.060806
6131,202161,F. Concas,31,Italy,67,67,Carpi,675,2,Right,1,3,RM,2016,2019-01-01,177.8,62.198,1000
6132,228017,Zhang Yuning,21,China PR,67,74,ADO Den Haag,1100,9,Right,1,3,ST,2016,2019-06-30,182.88,69.008,4585.060806
6133,162993,J. Perch,32,England,67,67,Scunthorpe United,450,4,Right,1,2,CDM,2018,2020-01-01,180.34,79.904,788
6134,230321,Rafael de Aseiro,26,Brazil,67,67,Sport Club do Recife,525,4,Left,1,1,GK,2018,2021-01-01,190.5,84.898,998
6135,202162,J. Anibaba,29,United States,67,67,New England Revolution,600,3,Right,1,2,CB,2018,2022-01-01,182.88,77.18,870
6136,241586,Iñigo Muñoz,21,Spain,67,79,Athletic Club de Bilbao,1400,6,Right,1,3,RW,2017,2019-01-01,167.64,59.928,3100
6137,191154,T. Sana,28,Sweden,67,67,Aarhus GF,800,6,Right,1,3,LCM,2017,2020-01-01,172.72,64.014,1000
6138,234163,K. Staude,21,Germany,67,76,DSC Arminia Bielefeld,1200,4,Right,1,3,LM,2016,2020-01-01,175.26,69.916,2100
6139,191924,Lee Bum Young,29,Korea Republic,67,67,Gangwon FC,525,2,Right,1,1,GK,2017,2021-01-01,193.04,89.892,656
6140,216245,L. Cárdenas,24,Mexico,67,72,Querétaro,725,3,Right,1,1,GK,2018,2021-01-01,182.88,83.99,1300
6141,222645,L. López,24,Mexico,67,71,Club León,975,8,Right,1,3,CM,2014,2023-01-01,175.26,64.922,1700
6142,202422,A. Woodyard,25,England,67,71,Peterborough United,825,4,Right,1,2,RCM,2018,2020-01-01,175.26,58.112,1500
6143,205750,I. Koné,27,France,67,69,KSV Cercle Brugge,750,5,Right,1,2,CDM,2017,2019-01-01,180.34,81.266,1100
6144,214198,J. Hernández,32,Colombia,67,67,Deportivo Pasto,450,1,Right,1,3,CDM,2018,2023-01-01,175.26,73.094,608
6145,214710,J. Espinoza,26,Chile,67,67,CD O'Higgins,650,4,Right,1,3,RB,2016,2018-12-31,170.18,77.18,4585.060806
6146,232374,T. Ugajin,30,Japan,67,67,Urawa Red Diamonds,725,5,Right,1,2,LM,2010,2021-01-01,172.72,71.278,943
6147,198840,Abraham,32,Spain,67,67,Gimnàstic de Tarragona,425,3,Left,1,3,LB,2017,2019-01-01,175.26,71.278,680
6148,214200,J. Zuluaga,25,Colombia,67,71,Jaguares de Córdoba,825,1,Right,1,2,RB,2017,2023-01-01,175.26,67.192,1200
6149,220600,A. Lundqvist,24,Sweden,67,73,Houston Dynamo,875,2,Left,1,2,LB,2018,2023-01-01,175.26,64.922,1500
6150,204217,C. Wyke,25,England,67,70,Sunderland,975,5,Right,1,2,ST,2018,2021-01-01,185.42,74.002,1800
6151,221625,P. Mullins,26,United States,67,69,Columbus Crew SC,925,3,Left,1,2,ST,2018,2023-01-01,185.42,79.904,1500
6152,232377,T. Sekine,23,Japan,67,72,Sint-Truidense VV,1000,8,Right,1,2,RM,2016,2019-06-30,167.64,60.836,4585.060806
6153,204730,J. Schoop,29,Denmark,67,67,Vejle Boldklub,725,4,Left,1,3,LCM,2018,2019-01-01,175.26,72.186,906
6154,202171,J. Williams,30,United States,67,67,Columbus Crew SC,575,3,Right,1,2,LCB,2017,2019-01-01,187.96,83.99,863
6155,204219,A. Jackson,24,England,67,75,Barnsley,975,4,Right,1,2,CB,2016,2019-01-01,187.96,79.904,1900
6156,214715,L. Povea,24,Chile,67,73,CD Huachipato,1000,2,Right,1,3,CM,2012,2023-01-01,175.26,73.094,1600
6157,190139,Adaílton,27,Brazil,67,67,Júbilo Iwata,825,3,Right,1,3,ST,2016,2021-01-01,175.26,83.082,1000
6158,207804,A. Bell,24,England,67,74,Blackburn Rovers,900,11,Left,1,3,LB,2018,2020-01-01,180.34,77.18,1900
6159,209852,B. Galloway,22,England,67,72,Everton,850,20,Left,1,2,LB,2014,2020-01-01,185.42,74.002,1700
6160,214972,F. Bravo,24,Argentina,67,74,Patronato,925,4,Right,1,2,CDM,2018,2023-01-01,185.42,82.174,1500
6161,219836,Rubén Yáñez,24,Spain,67,72,Getafe CF,725,5,Right,1,1,GK,2017,2020-01-01,190.5,84.898,1600
6162,232380,Y. Mutō,29,Japan,67,67,Urawa Red Diamonds,750,5,Right,1,3,RS,2015,2021-01-01,170.18,68.1,975
6163,177340,P. Frattali,32,Italy,67,67,Parma,450,10,Right,1,1,GK,2017,2019-01-01,185.42,74.91,810
6164,183997,Yu Dabao,30,China PR,67,67,Beijing Sinobo Guoan FC,725,7,Right,2,3,RCB,2014,2020-01-01,182.88,78.088,1600
6165,189885,C. Noone,30,England,67,67,Bolton Wanderers,725,4,Left,1,3,RM,2017,2019-01-01,177.8,69.008,1400
6166,203966,D. Kempe,32,Germany,67,67,FC Erzgebirge Aue,425,3,Left,1,2,LWB,2017,2019-01-01,187.96,86.26,659
6167,142270,J. Thomsen,36,Denmark,67,67,Randers FC,90,3,Right,1,2,RB,2012,2019-01-01,180.34,76.272,113
6168,210110,Derik,25,Spain,67,71,CD Numancia,825,4,Right,1,2,CDM,2018,2020-01-01,182.88,74.002,1400
6169,210366,N. Lomb,24,Germany,67,72,SV Sandhausen,725,10,Right,1,1,GK,2016,2019-06-30,187.96,83.99,4585.060806
6170,177598,S. Traut,33,Germany,67,67,VfR Aalen,290,1,Right,1,2,RM,2017,2019-01-01,182.88,79.904,421
6171,186558,J. Ryan,29,Republic of Ireland,67,67,Blackpool,725,4,Right,1,3,CM,2017,2019-01-01,180.34,67.192,1300
6172,200895,J. Morris,26,England,67,67,Scunthorpe United,825,4,Left,1,3,LM,2016,2019-01-01,182.88,72.186,1400
6173,213695,S. Goss,22,Germany,67,75,Queens Park Rangers,1100,3,Left,1,2,CM,2017,2020-01-01,177.8,71.278,2300
6174,229055,S. Aytaç,26,Turkey,67,68,Kayserispor,725,5,Left,1,3,LB,2018,2020-01-01,187.96,84.898,1500
6175,233151,K. Miyoshi,21,Japan,67,76,Hokkaido Consadole Sapporo,1200,3,Left,1,3,RW,2016,2019-01-31,167.64,64.014,4585.060806
6176,238015,J. Opoku,28,Netherlands,67,67,VVV-Venlo,775,4,Right,1,3,RW,2015,2019-01-01,185.42,82.174,1100
6177,221120,R. Vloet,23,Netherlands,67,72,Frosinone,1000,5,Right,1,3,CAM,2018,2022-01-01,187.96,74.91,1900
6178,223424,I. Depe,25,Turkey,67,68,Kasimpaşa SK,900,5,Left,1,3,RM,2018,2020-01-01,172.72,66.284,1900
6179,240320,G. Gotti,24,Argentina,67,72,Club Deportes Temuco,1000,3,Right,1,2,ST,2016,2018-12-31,180.34,83.082,4585.060806
6180,182464,Zhao Mingjian,30,China PR,67,67,Hebei China Fortune FC,550,5,Right,1,3,RB,2017,2020-01-01,180.34,79.904,1200
6181,183488,V. Rennella,29,France,67,67,Extremadura UD,750,3,Left,1,3,ST,2018,2020-01-01,187.96,78.088,1200
6182,230849,Nacho,25,Spain,67,70,CD Numancia,950,4,Right,1,3,RM,2015,2019-01-01,177.8,69.916,1600
6183,234433,Ícaro,29,Brazil,67,67,CD Tondela,600,2,Right,1,2,RCB,2017,2019-01-01,180.34,74.002,1300
6184,200898,A. Crawford,26,Scotland,67,68,Doncaster Rovers,875,4,Right,1,3,LCM,2018,2020-01-01,177.8,64.014,1600
6185,208834,B. Aloé,24,France,67,75,Valenciennes FC,975,2,Right,1,2,RCB,2017,2020-01-01,182.88,77.18,1900
6186,217794,B. Véjar,22,Chile,67,75,Colo-Colo,1100,3,Right,1,3,LM,2016,2022-01-01,167.64,64.922,1800
6187,224962,M. Al Kuwaykibi,23,Saudi Arabia,67,72,Ettifaq FC,1000,8,Left,1,4,RM,2016,2021-01-01,167.64,60.836,1800
6188,202179,Z. Ismail,24,England,67,70,Walsall,975,3,Right,1,4,RM,2018,2019-01-01,177.8,74.91,1800
6189,213699,A. Fletcher,22,England,67,74,Middlesbrough,1100,16,Right,1,3,ST,2017,2021-01-01,187.96,78.088,2300
6190,100803,K. Henry,35,England,67,67,Bradford City,180,3,Right,1,2,RDM,2018,2019-01-01,185.42,79.904,315
6191,232643,L. Guwara,22,Germany,67,77,FC Utrecht,1100,5,Left,1,3,LB,2018,2021-01-01,185.42,83.082,1800
6192,244675,Sancet,18,Spain,67,82,Athletic Club de Bilbao,1600,4,Right,1,3,CM,2017,2022-01-01,187.96,73.094,4200
6193,198852,Mandi,29,Spain,67,67,Wellington Phoenix,600,2,Right,1,2,LCM,2018,2019-01-01,182.88,74.91,750
6194,212420,M. Sarr,24,France,67,73,Charlton Athletic,900,4,Left,1,2,LB,2015,2020-01-01,195.58,88.984,1800
6195,232900,C. Monschein,25,Austria,67,70,FK Austria Wien,975,6,Right,1,3,LM,2017,2021-01-01,177.8,74.002,1500
6196,102084,L. Belingheri,35,Italy,67,67,Padova,325,1,Right,1,3,CM,2017,2019-01-01,182.88,69.916,504
6197,233924,M. Lovera,19,Argentina,67,80,Rosario Central,1400,3,Right,1,3,CAM,2016,2019-01-01,170.18,64.922,3000
6198,237252,J. Nerwinski,23,United States,67,73,Vancouver Whitecaps FC,875,2,Right,1,2,RB,2017,2020-01-01,182.88,78.996,1500
6199,138181,M. Turner,34,England,67,67,Southend United,230,4,Right,1,2,LCB,2017,2019-01-01,193.04,89.892,403
6200,225733,Cesinha,28,Brazil,67,67,Daegu FC,775,3,Right,1,4,RW,2016,2023-01-01,177.8,74.002,969
6201,226757,M. Escudero,29,Argentina,67,68,Patronato,675,5,Right,1,2,CB,2018,2023-01-01,175.26,74.91,1000
6202,161733,J. Rivas,33,Mexico,67,67,Tiburones Rojos de Veracruz,300,15,Left,1,2,CB,2016,2019-05-31,187.96,93.07,4585.060806
6203,235973,S. Szymański,19,Poland,67,84,Legia Warszawa,1600,2,Left,1,3,CAM,2016,2022-01-01,175.26,58.112,3300
6204,239045,E. Kılınç,23,Turkey,67,72,Sivasspor,1000,5,Left,1,3,LM,2017,2020-01-01,175.26,68.1,2100
6205,177605,Jon Erice,31,Spain,67,67,Albacete BP,650,3,Left,1,2,LDM,2017,2019-01-01,177.8,72.186,1000
6206,187077,F. Sears,28,England,67,67,Ipswich Town,800,4,Right,1,3,LM,2015,2019-01-01,170.18,74.91,1500
6207,155334,Kang Min Soo,32,Korea Republic,67,67,Ulsan Hyundai FC,450,3,Right,1,2,RCB,2011,2018-01-01,185.42,76.272,563
6208,231366,P. Lienhart,21,Austria,67,77,SC Freiburg,1100,5,Right,1,2,CB,2018,2022-01-01,187.96,79.904,2200
6209,231878,T. Miller,25,United States,67,73,Los Angeles FC,750,2,Right,1,1,GK,2017,2019-01-01,193.04,93.07,1300
6210,211911,R. Fennell,29,United States,67,67,VfR Aalen,600,1,Right,1,2,RCB,2018,2021-01-01,182.88,82.174,870
6211,214983,M. Ibáñez,31,Argentina,67,67,Club Atlético Lanús,475,5,Right,1,1,GK,2014,2023-01-01,190.5,88.076,713
6212,224455,A. Arrighini,28,Italy,67,67,Carpi,800,2,Right,1,2,LS,2018,2020-01-01,180.34,74.91,1200
6213,203464,T. Hoban,24,Republic of Ireland,67,70,Aberdeen,825,13,Right,1,2,CB,2016,2019-06-30,187.96,83.99,4585.060806
6214,227528,B. Romero,27,Argentina,67,68,Independiente,900,8,Right,1,3,ST,2018,2021-01-01,175.26,69.916,1300
6215,237512,G. Togni,20,Argentina,67,78,Defensa y Justicia,1300,6,Left,1,3,LW,2016,2019-06-30,172.72,76.272,4585.060806
6216,171721,R. Perticone,31,Italy,67,67,US Salernitana 1919,500,2,Right,1,2,LB,2018,2020-01-01,182.88,76.272,800
6217,237769,K. Kitagawa,21,Japan,67,74,Shimizu S-Pulse,1100,2,Right,1,3,RS,2015,2021-01-01,180.34,74.002,1600
6218,238537,G. Tello,25,Chile,67,70,Unión Española,950,2,Right,1,3,LM,2018,2020-01-01,170.18,64.922,1400
6219,222154,B. Carvallo,21,Chile,67,78,Club Necaxa,1300,4,Right,1,3,CAM,2018,2023-01-01,165.1,60.836,2500
6220,222922,J. Hesketh,22,England,67,78,Burton Albion,1300,13,Right,1,3,RM,2016,2019-01-02,167.64,63.106,4585.060806
6221,163530,J. Clément,33,France,67,67,AS Nancy Lorraine,300,3,Left,2,2,CDM,2017,2019-01-01,180.34,76.272,525
6222,235466,Quim Araujo,30,Spain,67,67,Córdoba CF,725,4,Right,1,3,CAM,2018,2020-01-01,187.96,81.266,1100
6223,210635,K. Hause,22,England,67,78,Wolverhampton Wanderers,1100,16,Left,1,2,CB,2014,2021-01-01,190.5,93.07,2400
6224,219595,D. Quiñónes,22,Colombia,67,74,Santos Laguna,1100,1,Left,1,3,LM,2016,2019-05-31,172.72,72.186,4585.060806
6225,177099,T. Wachsmuth,31,Germany,67,67,FSV Zwickau,525,1,Right,1,2,CB,2014,2019-01-01,182.88,79.904,761
6226,178379,J. Harvey,34,United States,67,67,Los Angeles FC,220,3,Left,1,2,LB,2018,2019-01-01,180.34,79.904,330
6227,237004,Hwang Ki Wook,22,Korea Republic,67,74,FC Seoul,1100,3,Right,1,2,CDM,2016,2018-01-01,185.42,77.18,1500
6228,208589,K. Pusch,25,Germany,67,70,1. FC Heidenheim 1846,950,5,Left,1,2,CAM,2017,2020-01-01,180.34,76.272,1500
6229,231885,K. Ota,30,Japan,67,67,FC Tokyo,550,4,Left,1,3,LB,2017,2018-01-01,177.8,78.088,688
6230,215758,J. McCarthy,22,England,67,75,Wycombe Wanderers,950,3,Right,1,2,RB,2018,2021-01-01,185.42,79.904,1900
6231,169422,André Bahia,34,Brazil,67,67,Shonan Bellmare,230,2,Left,1,2,CB,2015,2018-01-01,182.88,84.898,288
6232,180174,B. Kopplin,29,Germany,67,67,Brøndby IF,575,9,Right,1,3,LB,2018,2020-01-01,182.88,79.904,748
6233,216527,S. Contessa,28,Italy,67,67,Padova,600,2,Left,1,2,LWB,2018,2019-01-01,177.8,69.916,930
6234,239567,J. Löhmannsröben,27,Germany,67,69,1. FC Kaiserslautern,750,2,Right,1,2,RDM,2018,2019-01-01,185.42,84.898,1100
6235,179663,T. Rowe,29,England,67,67,Doncaster Rovers,750,4,Left,1,3,LM,2016,2019-01-01,180.34,81.266,1300
6236,223696,M. Hamdaoui,25,Netherlands,67,70,De Graafschap,950,3,Right,1,3,LM,2018,2020-01-01,170.18,64.922,1400
6237,216017,H. Berríos,31,Chile,67,67,CD Universidad de Concepción,500,2,Right,1,2,RB,2013,2023-01-01,175.26,67.192,700
6238,204242,M. Barreto,27,France,67,68,AJ Auxerre,875,3,Right,1,3,CAM,2017,2021-01-01,175.26,63.106,1600
6239,209618,F. Tardieu,26,France,67,70,SV Zulte-Waregem,800,5,Right,1,3,LDM,2018,2021-01-01,177.8,73.094,1300
6240,219346,A. Barbaro,26,Argentina,67,68,Independiente Medellín,900,2,Left,1,3,LM,2018,2023-01-01,177.8,74.91,1300
6241,227794,C. Verdonk,21,Netherlands,67,74,Feyenoord,900,3,Left,1,3,LB,2014,2020-01-01,175.26,69.916,1400
6242,201940,Z. MacMath,26,United States,67,68,Colorado Rapids,625,2,Right,1,1,GK,2015,2022-01-01,187.96,88.076,953
6243,219604,M. Sao,28,France,67,67,Red Star FC,775,3,Left,1,3,RM,2018,2020-01-01,185.42,74.002,1400
6244,224724,T. Bingöl,25,Turkey,67,70,Göztepe SK,950,8,Right,1,3,RM,2016,2019-01-01,180.34,74.002,2000
6245,224980,M. Busch,23,Germany,67,72,1. FC Heidenheim 1846,850,4,Right,1,3,RB,2017,2020-01-01,182.88,79.904,1400
6246,225748,T. Cantwell,20,England,67,78,Norwich City,1300,7,Right,1,3,CAM,2016,2019-01-01,182.88,69.916,2800
6247,182996,Xiao Zhi,33,China PR,67,67,Guangzhou R&F; FC,475,6,Right,1,2,RS,2017,2019-01-01,187.96,79.904,1000
6248,216789,E. Suagher,25,Italy,67,70,Carpi,800,8,Right,1,2,RCB,2016,2019-06-30,193.04,82.174,4585.060806
6249,219861,C. Flórez,23,Colombia,67,71,Alianza Petrolera,825,1,Left,1,2,LB,2016,2019-01-01,180.34,82.174,1200
6250,230357,Kaio Aldair,26,Brazil,67,67,Paraná,650,7,Right,1,2,RB,2018,2021-01-01,175.26,63.106,1200
6251,234197,I. Groothuizen,21,Netherlands,67,75,ADO Den Haag,850,2,Right,1,1,GK,2017,2021-01-01,190.5,88.076,1400
6252,199638,Provencio,30,Spain,67,67,Elche CF,700,3,Right,1,3,CM,2017,2019-01-01,177.8,74.91,1100
6253,206038,Jairo Morillas,24,Spain,67,72,V-Varen Nagasaki,1000,2,Right,1,3,ST,2018,2022-01-01,185.42,78.088,1400
6254,210134,M. Al Fatil,26,Saudi Arabia,67,71,Al Ahli,825,11,Right,1,2,RCB,2009,2021-01-01,177.8,72.186,1500
6255,202199,G. Long,24,England,67,72,Hull City,725,6,Left,1,1,GK,2018,2021-01-01,193.04,93.978,1400
6256,216791,M. Pennington,23,England,67,76,Ipswich Town,1000,3,Right,1,2,LCB,2013,2021-01-01,185.42,77.18,2100
6257,201944,C. Remmer,25,Denmark,67,71,Molde FK,825,3,Right,1,3,RB,2016,2019-01-01,182.88,78.996,1100
6258,202200,L. Slagveer,24,Netherlands,67,70,FC Emmen,975,5,Right,1,3,RM,2016,2019-06-30,177.8,74.002,4585.060806
6259,204504,F. Lewis,25,Netherlands,67,70,Willem II,800,3,Right,1,3,RB,2017,2020-01-01,180.34,74.91,1200
6260,214488,J. Vásquez,30,Colombia,67,67,Rionegro Águilas,575,1,Right,1,3,CDM,2018,2023-01-01,177.8,76.272,776
6261,216025,G. Navarrete,23,Chile,67,74,CD O'Higgins,1100,2,Right,1,2,CAM,2018,2019-01-01,175.26,69.916,1700
6262,221401,Alemão,27,Brazil,67,69,Al Hazem,750,4,Right,1,2,RCB,2018,2019-01-01,185.42,83.082,1300
6263,214746,F. Saavedra,32,Chile,67,67,Unión La Calera,575,1,Right,1,3,CM,2017,2020-01-01,175.26,72.186,776
6264,216282,R. Framberger,22,Germany,67,75,FC Augsburg,950,6,Right,1,2,RB,2013,2021-01-01,177.8,73.094,1800
6265,226266,J. Vargas,20,Chile,67,77,Montreal Impact,1300,3,Right,1,3,CF,2018,2019-01-01,170.18,69.916,2100
6266,200667,M. Power,24,England,67,72,Sunderland,875,13,Right,1,3,RDM,2016,2018-12-31,180.34,77.18,4585.060806
6267,212443,S. Pasa,24,Italy,67,74,Cittadella,1100,1,Left,1,2,CM,2016,2021-01-01,182.88,84.898,1800
6268,242651,F. Valot,25,France,67,70,New York Red Bulls,950,3,Left,1,3,RM,2017,2019-01-01,175.26,74.91,1500
6269,184283,J. Kalla,31,Germany,67,67,FC St. Pauli,500,6,Right,1,2,RB,2007,2020-01-01,180.34,74.002,800
6270,213724,Bicho,22,Spain,67,75,Deportivo de La Coruña,1100,3,Left,1,3,CAM,2012,2019-01-01,172.72,63.106,2000
6271,158172,M. Parensen,32,Germany,67,67,1. FC Union Berlin,425,9,Left,1,3,LB,2009,2019-01-01,180.34,78.996,680
6272,226012,R. Manning,22,Republic of Ireland,67,75,Rotherham United,1100,3,Left,1,3,LCM,2016,2019-06-30,172.72,66.284,4585.060806
6273,228828,Rodri Tarín,21,Spain,67,75,CD Leganés,975,6,Right,1,2,CB,2018,2021-01-01,182.88,79.904,2200
6274,238557,L. Schweers,22,Germany,67,73,SC Preußen Münster,900,2,Right,1,2,RCB,2015,2019-01-01,187.96,81.266,1500
6275,211166,J. Whatmough,22,England,67,80,Portsmouth,1300,4,Right,1,2,RCB,2013,2019-01-01,190.5,78.088,3100
6276,205535,T. Kløve,27,Denmark,67,67,Odense Boldklub,800,5,Right,1,3,RCM,2018,2021-01-01,177.8,76.272,1000
6277,214495,E. Mosquera,27,Colombia,67,67,Independiente Medellín,625,2,Left,1,2,LB,2017,2018-01-01,182.88,77.18,844
6278,216799,G. Di Chiara,24,Italy,67,72,Benevento,850,2,Left,1,3,LB,2017,2019-01-01,185.42,79.904,1400
6279,220127,João Silva,28,Portugal,67,67,CD Feirense,800,5,Right,1,2,ST,2017,2019-01-01,187.96,78.996,1700
6280,234463,N. Solís,24,Argentina,67,73,San Martín de San Juan,1000,7,Left,1,3,LM,2016,2019-06-30,170.18,69.916,4585.060806
6281,244447,J. Monreal,22,Chile,67,76,Unión La Calera,1200,1,Right,1,3,ST,2018,2019-01-01,190.5,76.272,1800
6282,237024,G. Itter,19,Germany,67,85,VfL Wolfsburg,1500,5,Left,1,3,LB,2015,2021-01-01,185.42,72.186,3400
6283,244960,Bruno Costa,21,Portugal,67,76,FC Porto,1200,3,Right,1,3,CM,2016,2022-01-01,175.26,66.284,2600
6284,184288,D. Dervite,29,France,67,67,Sporting de Charleroi,600,5,Right,1,2,CB,2018,2020-01-01,193.04,84.898,900
6285,202977,Lee Jong Sung,25,Korea Republic,67,71,Suwon Samsung Bluewings,825,3,Right,1,2,CB,2011,2022-01-01,187.96,72.186,1100
6286,213985,E. Palomino,32,Colombia,67,67,Deportivo Pasto,600,1,Right,1,3,LM,2018,2023-01-01,170.18,59.928,810
6287,221665,R. Lindkvist,28,Sweden,67,67,AIK,600,3,Left,1,2,LWB,2017,2020-01-01,182.88,74.002,780
6288,192481,D. Rowe,26,England,67,67,Ipswich Town,825,4,Left,1,3,RM,2017,2020-01-01,182.88,76.272,1500
6289,199394,Diego Maurício,27,Brazil,67,67,Gangwon FC,800,3,Right,1,4,LM,2017,2020-01-01,182.88,79.904,1000
6290,201442,M. Guidone,32,Italy,67,67,Padova,600,2,Right,1,2,ST,2017,2019-01-01,190.5,78.996,930
6291,138722,B. Jones,31,England,67,67,Rotherham United,500,10,Right,1,3,RB,2018,2020-01-01,180.34,77.18,925
6292,10466,S. Ishizaki,36,Sweden,67,67,IF Elfsborg,240,2,Right,1,3,RM,2018,2019-01-01,180.34,81.266,300
6293,209378,B. van Hintum,31,Netherlands,67,67,Heracles Almelo,500,3,Left,1,2,LB,2017,2019-01-01,177.8,76.272,725
6294,215010,E. Brítez,26,Argentina,67,70,Independiente,775,5,Right,1,2,RCB,2016,2018-12-31,180.34,78.088,4585.060806
6295,171490,S. Aresti,32,Italy,67,67,Cagliari,450,8,Right,1,1,GK,2018,2020-01-01,187.96,78.088,765
6296,224995,W. Pacheco,23,Colombia,67,75,La Equidad,950,1,Right,1,2,RB,2016,2023-01-01,172.72,59.928,1500
6297,221924,K. Fisker,30,Denmark,67,67,Brøndby IF,700,9,Left,1,3,CM,2017,2020-01-01,170.18,71.278,910
6298,237540,P. Förster,23,Germany,67,74,SV Sandhausen,1100,2,Left,1,3,LDM,2017,2020-01-01,187.96,82.174,1900
6299,185316,T. Rogne,28,Norway,67,68,Lech Poznań,700,4,Right,1,2,CB,2018,2021-01-01,190.5,86.26,998
6300,189924,B. Rymaniak,28,Poland,67,67,Korona Kielce,600,2,Right,1,2,RB,2016,2019-01-01,187.96,79.904,810
6301,202469,D. Bingham,28,United States,67,69,LA Galaxy,650,2,Right,1,1,GK,2018,2022-01-01,187.96,86.26,1000
6302,203749,S. Bradley,26,England,67,68,Luton Town,750,4,Left,1,2,LCB,2018,2021-01-01,195.58,89.892,1400
6303,138981,Tiago Gomes,31,Portugal,67,67,CD Feirense,500,4,Left,1,3,LB,2017,2019-01-01,177.8,72.186,1100
6304,206053,D. Marsura,24,Italy,67,71,Venezia FC,1000,2,Right,1,3,ST,2016,2022-01-01,187.96,78.088,1600
6305,215013,S. Zurbriggen,28,Argentina,67,67,Unión de Santa Fe,625,5,Right,1,2,RCB,2016,2019-06-30,177.8,69.008,4585.060806
6306,216037,N. Valentini,29,Argentina,67,67,Ascoli,600,2,Right,1,2,CB,2018,2019-01-01,182.88,82.174,930
6307,233957,S. Field,20,England,67,82,West Bromwich Albion,1700,8,Left,1,2,CM,2015,2022-01-01,185.42,64.922,4200
6308,179685,C. Seitz,31,United States,67,67,Houston Dynamo,475,2,Right,1,1,GK,2018,2021-01-01,190.5,107.144,713
6309,208102,K. Larsen,25,Denmark,67,71,IFK Norrköping,825,2,Right,1,2,LCB,2018,2020-01-01,190.5,88.076,1100
6310,151270,J. Coppinger,37,England,67,67,Doncaster Rovers,260,3,Right,1,3,LW,2014,2019-01-01,170.18,64.922,455
6311,111590,L. Feeney,31,England,67,67,Blackpool,675,4,Right,1,3,RM,2018,2020-01-01,182.88,76.272,1200
6312,196070,H. Martínez,31,Chile,67,67,CD Universidad de Concepción,525,2,Right,1,2,CB,2018,2018-01-01,177.8,73.094,735
6313,203751,C. Townsend,25,England,67,71,West Bromwich Albion,825,10,Left,1,3,LB,2018,2021-01-01,182.88,73.094,1600
6314,214503,L. Delgado,37,Colombia,67,67,Atlético Bucaramanga,50,1,Right,1,1,GK,2018,2023-01-01,187.96,69.916,68
6315,215527,F. Heerkens,28,Netherlands,67,67,Willem II,625,3,Right,1,2,RCB,2013,2019-01-01,182.88,79.904,906
6316,219623,L. Rolón,23,Argentina,67,75,Deportes Iquique,1100,1,Right,1,3,RM,2018,2019-01-01,170.18,69.916,1700
6317,156903,J. De la Cuesta,35,Colombia,67,67,Deportivo Pasto,180,1,Right,1,2,CB,2018,2022-01-01,182.88,73.094,243
6318,179687,J. Martínez,31,Mexico,67,67,Pachuca,500,9,Right,1,3,RB,2017,2019-01-01,175.26,69.008,850
6319,183527,J. Spearing,29,England,67,67,Blackpool,725,4,Right,1,3,RCM,2017,2020-01-01,167.64,69.916,1300
6320,192231,J. Edwards,27,England,67,67,Walsall,775,3,Right,1,3,CM,2016,2019-01-01,172.72,73.094,1400
